date,algo_returns,sp_500_returns,algo_volume,sp_500_volume,algo_volatility,sp_500_volatility,risk_free_rate,market_condition,domestic_returns_algo,international_returns_algo,volatility_regime,geopolitical_event,economic_sentiment,key_market_sector,excess_return_algo,excess_return_sp_500,sharpe_algo,sharpe_sp_500
2015-01-01,0.002433906079914015,-0.014419025862088503,490151632.001504,64980325165.83682,0.03647619370020379,0.03541378029145999,0.001827193902801838,Bull,0.0020665341142135536,-0.021375924691955282,Not High,No Geopolitical Event,Not Positive,Not Tech,6.067121771121771e-4,-0.01624621976489034,0.016633099991153612,-0.4587541807505963
2015-02-01,-0.005656591863027241,-0.001207099579331199,567657516.9722904,99716464509.2285,0.039426353201068534,0.038278012816571394,0.0016471053533289037,Bull,-0.01166609030641486,0.11639435996907195,High,No Geopolitical Event,Not Positive,Not Tech,-0.007303697216356144,-0.0028542049326601027,-0.18524911951933204,-0.07456512819350054
2015-03-01,0.07503718369195159,0.07034833256596495,942557372.4110932,82567604690.81224,0.060008424899417406,0.0582606066984635,0.0016461260094193797,Bull,0.03573660055303232,-0.009335605563695554,Not High,No Geopolitical Event,Not Positive,Tech,0.07339105768253221,0.06870220655654558,1.2230125654113733,1.1792222987330725
2015-04-01,0.020198491813018096,0.010820335656983041,515505839.2686459,120189634202.05934,0.03288477270714282,0.03192696379334255,0.001403109979685846,Bull,-0.007686210623608438,0.011569742265201516,High,No Geopolitical Event,Not Positive,Not Tech,0.01879538183333225,0.009417225677297195,0.5715527366029126,0.2949615171130331
2015-05-01,0.064548749511082,0.01317150940643785,692917262.7223318,108371364203.27827,0.042754768577883955,0.04150948405619801,0.001780850736071038,Bull,0.0229336737696842,0.034991674686140714,Not High,No Geopolitical Event,Positive,Not Tech,0.06276789877501096,0.011390658670366812,1.4680911828740275,0.27441099135189106
2015-06-01,0.07806360144142206,0.07660259947533124,716171352.1168674,64834481091.165764,0.06419332676329294,0.062323618216789264,0.0016170842084970438,Bull,0.027904956426966623,0.007959254609040187,High,No Geopolitical Event,Not Positive,Tech,0.07644651723292502,0.0749855152668342,1.1908795055102006,1.2031637028197115
2015-07-01,0.04564437968526523,0.02643664823956809,766531717.7759807,86992164306.66725,0.04355895868111327,0.042290251146711914,0.0015440296408189003,Bull,0.03417734780611767,-0.016742695481084563,Not High,No Geopolitical Event,Positive,Not Tech,0.04410035004444633,0.02489261859874919,1.0124289326403895,0.5886136384575386
2015-08-01,-0.026543232392987143,-0.04260244938426136,364050344.06484145,44881682415.65438,0.03059264075063964,0.02970159296178606,0.0014201832892650756,Bull,0.026688524750296212,0.05081222655853221,High,No Geopolitical Event,Not Positive,Not Tech,-0.02796341568225222,-0.044022632673526435,-0.9140569429812152,-1.4821640283794126
2015-09-01,-0.024211246758343616,-0.019474114075741043,1094365529.421448,110519908096.91457,0.037751874816677154,0.036652305647259374,0.0016025063841293985,Bear,0.008242923874057497,0.07362181292828804,Not High,No Geopolitical Event,Not Positive,Not Tech,-0.025813753142473014,-0.02107662045987044,-0.6837740712964435,-0.5750421450347808
2015-10-01,0.003247359473529705,-0.009826478803998322,401019908.17210937,57180617931.43094,0.04959923778272024,0.04815459978904878,0.0015125105402249428,Bear,0.042627317197909236,0.007812241158006583,High,No Geopolitical Event,Not Positive,Not Tech,0.0017348489333047622,-0.011338989344223265,0.034977330516743586,-0.2354705343600832
2015-11-01,0.10035428906604543,0.056963271897578466,460170631.2536885,241078074099.81613,0.04073029042180133,0.03954397128330226,0.0015865766913072399,Bull,0.05767267533812491,0.03149069381612265,Not High,No Geopolitical Event,Positive,Not Tech,0.09876771237473819,0.055376695206271226,2.4249204057202522,1.4003827488529068
2015-12-01,0.04592263414387884,0.022392553082294552,978983291.9042675,31538521870.734535,0.038811673455437234,0.03768123636450217,0.0014520800683275326,Bull,0.04052357617850885,0.005103500059894793,Not High,No Geopolitical Event,Positive,Not Tech,0.04447055407555131,0.02094047301396702,1.145803571871527,0.5557268028947722
2016-01-01,0.039355516463620885,0.024030858023762088,926608730.5830523,57096369977.6728,0.04105665248847687,0.0398608276587154,0.0019273686245024901,Bull,-0.015973018026479515,0.049658208708086474,Not High,No Geopolitical Event,Positive,Not Tech,0.037428147839118395,0.022103489399259598,0.9116220044881431,0.5545165692119481
2016-02-01,0.018477371991012292,0.01242730863780479,281320195.3459438,108790508703.25311,0.045531115465533976,0.04420496647139221,0.0016489621536839305,Bull,0.050891523708058876,-0.03724669577039412,High,No Geopolitical Event,Not Positive,Not Tech,0.016828409837328362,0.010778346484120859,0.3696024062943744,0.2438265956178521
2016-03-01,-0.040798589820973306,-0.014233645390162999,313548465.12570083,92925717412.53943,0.061063640342802004,0.059285087711458254,0.0018273462813589436,Bull,0.02177888107627464,0.10183440895977902,High,Geopolitical Event,Not Positive,Not Tech,-0.04262593610233225,-0.016060991671521942,-0.6980575652390968,-0.270911156439392
2016-04-01,0.11660326974040665,0.07947652547212314,246029122.32250553,53623834556.29606,0.0436867793449695,0.04241434887861116,0.0012247659951436507,Bull,0.0333982855863858,-0.015141249911533502,High,No Geopolitical Event,Positive,Not Tech,0.115378503745263,0.07825175947697949,2.6410393596237656,1.8449360074095238
2016-05-01,0.013201217710673133,0.027914019129169576,531345802.6315675,43743533315.61367,0.05573123481036063,0.05410799496151517,0.001577376838863831,Bull,0.03534066471742121,-0.049353976577523696,High,No Geopolitical Event,Not Positive,Not Tech,0.011623840871809302,0.026336642290305745,0.2085695913855544,0.4867421590661035
2016-06-01,-0.04136573604763883,-0.07066468626518552,526846837.8291424,77398857182.98283,0.05109576739120083,0.04960754115650566,0.0015409589190942263,Bull,0.020966278535865898,-0.005036713087722789,High,Geopolitical Event,Not Positive,Not Tech,-0.04290669496673306,-0.07220564518427974,-0.8397309044843114,-1.4555376763480345
2016-07-01,0.08873630744689709,0.03605423606254742,582044430.4012609,71491635473.37329,0.04342850907628675,0.04216360104493859,0.001451206421877238,Bull,0.021394736047025475,0.014868339365800076,Not High,No Geopolitical Event,Positive,Not Tech,0.08728510102501985,0.034603029640670184,2.0098571855574034,0.8206848747048375
2016-08-01,-0.025289519528553347,-0.010911656309117362,639424337.6379906,29417612053.40103,0.02881010937022684,0.027970979971094018,0.0019043614398521758,Bull,0.043283141386618,0.07394484830720914,Not High,No Geopolitical Event,Not Positive,Not Tech,-0.027193880968405523,-0.012816017748969538,-0.943900650252596,-0.4581898010800467
2016-09-01,-0.006177261531979592,-0.03471294823947381,359079215.1075389,73259629251.84718,0.039231491629209046,0.0380888268244748,0.0014196490059255051,Bull,0.03713203844972488,0.045448387070852796,Not High,No Geopolitical Event,Not Positive,Not Tech,-0.007596910537905097,-0.036132597245399314,-0.19364317344102627,-0.9486403299295512
2016-10-01,0.008537053625618834,-7.189965863318055e-4,295196178.2947057,79189943987.15086,0.03955333433267371,0.03840129546861525,0.0017036768723639462,Bear,0.04270524492088462,0.014698337281831465,Not High,No Geopolitical Event,Not Positive,Not Tech,0.006833376753254888,-0.0024226734586957517,0.17276360813935374,-0.0630883262955481
2016-11-01,-0.049983061115199345,-0.03304017793228959,810686946.2781603,78578439999.2925,0.04508469065744373,0.04377154432761527,0.0017900110390347557,Bear,0.07055853390460655,-0.0465793409595264,High,No Geopolitical Event,Not Positive,Not Tech,-0.0517730721542341,-0.034830188971324345,-1.1483515002378326,-0.7957267559634659
2016-12-01,-0.036949002247280635,-0.02115564917164561,706285886.0944493,42488168194.69577,0.057991046379968256,0.05630198677666821,0.0016807407640424543,Bear,0.03618831727388174,-0.025641509786884543,High,Geopolitical Event,Not Positive,Not Tech,-0.03862974301132309,-0.022836389935688064,-0.6661328846907458,-0.40560540121386207
2017-01-01,-0.03453229418546214,-0.01700157071397027,228127839.95369965,91359365625.51482,0.06821771343046026,0.06623078973831094,0.0015082166955924237,Bear,0.02704762314770614,0.002468602710828235,High,Geopolitical Event,Not Positive,Not Tech,-0.03604051088105456,-0.018509787409562693,-0.5283160204100584,-0.2794740555366771
2017-02-01,-0.05558586287310259,-0.05946773242969653,462624503.096957,143454689328.87662,0.06053908490753282,0.05877581058983769,0.001805490417411404,Bear,-0.02131266221151242,0.11112104453842371,High,Geopolitical Event,Not Positive,Not Tech,-0.057391353290513994,-0.061273222847107935,-0.9480049686607146,-1.0424904774975923
2017-03-01,0.026776370079862992,0.041511481779780986,309982402.7847422,90454988708.52766,0.043227545067411874,0.041968490356710554,0.0016794969280813365,Bear,0.0767342800649223,-0.0654091029687366,Not High,No Geopolitical Event,Positive,Not Tech,0.025096873151781655,0.03983198485169965,0.5805759525007479,0.9490926290926429
2017-04-01,0.04239326017297716,0.01413492471346061,172278767.6130092,40810521491.82347,0.026506767825756332,0.025734726044423624,0.001477353549728333,Bull,0.013246463564073843,0.05424218607384085,Not High,No Geopolitical Event,Positive,Not Tech,0.04091590662324883,0.012657571163732277,1.5436022563072098,0.4918479078379389
2017-05-01,0.01897670133003553,-0.03752547748047791,522983287.0514747,57911236216.22377,0.04059456740006104,0.03941220135928256,0.0014241174296119041,Bull,0.07039469430190788,-0.012089370289356837,Not High,No Geopolitical Event,Not Positive,Not Tech,0.017552583900423625,-0.03894959491008981,0.43238750957590527,-0.9882623544679573
2017-06-01,0.046911987322093486,0.05815259684279707,466325359.7585941,85608619470.77748,0.04551783439765494,0.044192072230732946,0.001992472529411149,Bull,0.030392871360099754,0.07563963599949675,High,No Geopolitical Event,Positive,Tech,0.04491951479268234,0.05616012431338592,0.9868552708429507,1.2708189835535684
2017-07-01,0.0553133458085761,0.025058568859072542,462110855.0427042,52102417424.972565,0.05330263394189459,0.05175013004067436,0.001540463897917732,Bull,0.05366860397793587,-0.03656802559893619,High,No Geopolitical Event,Not Positive,Tech,0.05377288191065837,0.02351810496115481,1.0088222276084218,0.454454992531809
2017-08-01,0.026077985500327354,-0.0038028593196908454,540538417.8660275,24481335124.243755,0.054513038075387994,0.05292527968484271,0.001347374938115875,Bull,0.020705793576475225,0.014744929386509894,High,No Geopolitical Event,Not Positive,Tech,0.02473061056221148,-0.0051502342578067205,0.4536641404577497,-0.09731142260324603
2017-09-01,0.06494907802080324,0.04380502644180089,754248601.7687601,112040405885.3301,0.05164738712298959,0.05014309429416464,0.0017388172946439795,Bull,0.03312941509396251,-0.03498203766811003,High,No Geopolitical Event,Not Positive,Tech,0.06321026072615926,0.04206620914715691,1.2238810953908401,0.8389232802502243
2017-10-01,0.03745780733578153,0.04312533950132169,537693230.6479142,47560156254.772354,0.03022767419706548,0.02934725650200532,0.0017023420902588793,Bull,0.027179159592845236,0.045140657054467,Not High,No Geopolitical Event,Positive,Not Tech,0.03575546524552265,0.04142299741106281,1.1828718614743376,1.4114776762261354
2017-11-01,0.05297419113288632,0.040863243265499484,356477641.2866221,54052404391.20521,0.05335032337002356,0.05179643045633355,0.0014297311365520926,Bull,0.019177586012530088,0.06835117954952342,High,No Geopolitical Event,Not Positive,Tech,0.051544459996334224,0.03943351212894739,0.9661508448381025,0.7613171753638778
2017-12-01,0.044437703460598714,0.03554561016400364,335992828.53012586,152731956632.5159,0.03999946067079961,0.038834427835727776,0.0013330238021627139,Bull,0.020492123507550128,0.08702884025604607,Not High,No Geopolitical Event,Positive,Not Tech,0.043104679658436,0.03421258636184093,1.0776315214145689,0.880985977353972
2018-01-01,0.05591649680591315,0.030156706141503554,454222899.4534409,48894342683.83296,0.04639946781166093,0.045048027001612555,0.0016325442466851303,Bull,0.04315668671688509,0.04090402630358075,High,No Geopolitical Event,Positive,Tech,0.05428395255922802,0.028524161894818423,1.169926189230679,0.6331944769478441
2018-02-01,0.012574756454854553,0.005523531576931133,566511814.3997635,109903195030.52132,0.04536687712488947,0.04404551177173734,0.00183787397042523,Bull,0.018870837060570005,0.08273065018311285,Not High,No Geopolitical Event,Not Positive,Not Tech,0.010736882484429323,0.003685657606505903,0.23666787676110035,0.08367839215052274
2018-03-01,0.029800961184115748,-0.00423850654959667,288486781.15684253,38336127319.86445,0.04900911767919621,0.047581667649705055,0.0017556353338958886,Bull,-0.017853649888816003,0.05885695634646586,High,No Geopolitical Event,Not Positive,Tech,0.02804532585021986,-0.005994141883492558,0.5722471078503983,-0.12597586800910948
2018-04-01,-2.104571958355837e-4,-0.0072188400404953074,442453337.8116643,60307891240.64651,0.04485315232310924,0.0435467498282614,0.0015708671814691488,Bull,0.018982215023403443,0.0037250035270393923,Not High,No Geopolitical Event,Not Positive,Not Tech,-0.0017813243773047325,-0.008789707221964456,-0.039714586044534456,-0.201845310077769
2018-05-01,0.015765950154766135,-0.019788279156820507,786917230.6064601,69404808613.0807,0.02742400649486767,0.026625249024143368,0.0015149484550449621,Bull,0.033695812110725476,0.028081489531388004,Not High,No Geopolitical Event,Not Positive,Not Tech,0.014251001699721173,-0.02130322761186547,0.5196542562950534,-0.8001137413793963
2018-06-01,-0.006800231254105263,-3.1669112078395144e-4,459596714.0757553,40141409238.7123,0.05218490843716645,0.05066495964773442,0.0016959356034740303,Bull,0.0352291143270288,-0.029879768459037337,High,Geopolitical Event,Not Positive,Not Tech,-0.008496166857579293,-0.0020126267242579817,-0.16280888693728673,-0.03972423422916868
2018-07-01,-0.05331895895789282,-0.04261585406273058,342160220.4605602,52423765605.58232,0.04857507365400166,0.04716026568349676,0.0016773314563323094,Bear,0.03523135634954868,0.0015919132239602465,High,Geopolitical Event,Not Positive,Not Tech,-0.05499629041422513,-0.04429318551906289,-1.1321916011072168,-0.939205597702195
2018-08-01,0.1740790373123886,0.09475823861354052,422638353.8064154,70973983945.52528,0.04186278825963431,0.040643483747217775,0.0017545870363577798,Bull,-0.010942030417381624,0.057838548333952876,Not High,No Geopolitical Event,Positive,Not Tech,0.17232445027603083,0.09300365157718274,4.116411195720391,2.288279522385904
2018-09-01,0.06248132816899099,0.05631847993219962,847095733.4045643,100693590416.9855,0.04581588846378081,0.044481445110466804,0.0015867785681131785,Bull,0.03027484116022388,0.030651365739294,Not High,No Geopolitical Event,Positive,Tech,0.06089454960087781,0.05473170136408644,1.3291142361894226,1.2304389218507579
2018-10-01,-0.016459791497319663,-0.03692434332813397,638748902.0694606,31546444589.609745,0.04597959804729517,0.04464038645368463,0.0017986584476106238,Bull,0.04225718419894127,0.027294293265013196,Not High,Geopolitical Event,Not Positive,Not Tech,-0.018258449944930286,-0.038723001775744594,-0.3970989464968664,-0.8674432470677769
2018-11-01,0.01911600006871394,-0.008115393411963039,900389405.0951092,60452446242.598465,0.04687550052617832,0.04551019468561002,0.0015155019436177142,Bull,0.04843157362935313,-0.03252524158748821,High,No Geopolitical Event,Not Positive,Not Tech,0.017600498125096224,-0.009630895355580753,0.3754732840722835,-0.21162061428460488
2018-12-01,-0.005841826659103624,-0.010666214144928753,520108982.12008774,105102638510.12297,0.061499715509568106,0.05970846165977486,0.0015974654497179497,Bear,0.018400774579117683,-0.01518052921336467,High,Geopolitical Event,Not Positive,Not Tech,-0.007439292108821573,-0.012263679594646703,-0.1209646588960915,-0.2053926571501113
2019-01-01,0.06403584561972489,0.03919860473345271,595634360.8400972,54999801881.13461,0.042342781096985194,0.04110949621066524,0.0017727486996987896,Bull,0.016462148276343975,-0.02158424055014275,Not High,No Geopolitical Event,Positive,Not Tech,0.0622630969200261,0.037425856033753924,1.4704536477519952,0.9103944218135261
2019-02-01,0.026544527888828547,0.004665237341126829,366962985.4419176,80671078157.00954,0.046330073454011966,0.04498065383884657,0.0018134645546679096,Bull,0.05265675663756079,0.02481183480053996,Not High,No Geopolitical Event,Not Positive,Tech,0.024731063334160638,0.0028517727864589195,0.5338015135829456,0.0633999851730934
2019-03-01,0.028325130406956327,0.018132740559790195,656665513.191289,92097559826.66711,0.05663335389261166,0.05498383873069093,0.0013337549583258834,Bull,-0.010458560915586394,-0.030620305218662353,High,No Geopolitical Event,Not Positive,Tech,0.026991375448630443,0.01679898560146431,0.4765985694545227,0.3055258779537966
2019-04-01,0.022663990456558182,0.006858129786051879,376652371.64799726,82323093577.3469,0.05545706454078227,0.05384181023376919,0.0016691233115995185,Bull,0.014163400461737502,0.031481655603962086,High,No Geopolitical Event,Not Positive,Not Tech,0.020994867144958664,0.0051890064744523606,0.3785787675350065,0.09637503739051206
2019-05-01,0.02010383663357808,0.006285181708347356,238461218.13068235,99819444877.35057,0.05639521003691768,0.05475263110380357,0.0017511648146080194,Bull,0.03204924158714909,-0.03565665647734168,High,No Geopolitical Event,Not Positive,Not Tech,0.01835267181897006,0.004534016893739337,0.3254296208304917,0.08280911441759675
2019-06-01,0.11981312934090194,0.0627440913605783,517229107.79035765,67719883203.414276,0.03865107958908656,0.03752531998940443,0.0014138168095232384,Bull,-0.009455475307624524,0.08214121832541457,Not High,No Geopolitical Event,Positive,Not Tech,0.1183993125313787,0.06133027455105507,3.0632860398758353,1.6343704615542827
2019-07-01,-0.0013575613518272724,-0.0010308394263707048,1283588629.4925096,58550867495.74455,0.06522457212201614,0.0633248273029283,0.0017302106443168874,Bull,0.02849255724863515,0.02742365397912415,High,Geopolitical Event,Not Positive,Not Tech,-0.00308777199614416,-0.002761050070687592,-0.04734062479348794,-0.0436013833481061
2019-08-01,0.0612388988356883,0.06865882417718158,724112387.5941992,19204789230.914406,0.045286018970580884,0.04396700870930183,0.001515934224199711,Bull,0.06045728042104387,-0.019040144490130785,Not High,No Geopolitical Event,Positive,Tech,0.05972296461148859,0.06714288995298187,1.3187947620276883,1.5271198092395326
2019-09-01,-0.03869434418578727,-0.05395011216920885,868802769.5904096,68735352122.77837,0.06382757400048068,0.06196851844706862,0.001818411731641767,Bull,0.022818786931273188,0.01864183730004893,High,Geopolitical Event,Not Positive,Not Tech,-0.04051275591742904,-0.05576852390085062,-0.6347218510470716,-0.8999492855148082
2019-10-01,0.0520941649743055,0.03138454998544277,580515965.3884904,89288840282.62254,0.03068470233388367,0.02979097313969288,0.0017396712589370367,Bull,0.017330919500728275,-0.005098127969118247,Not High,No Geopolitical Event,Positive,Not Tech,0.050354493715368466,0.02964487872650573,1.6410292388518424,0.9950960174244023
2019-11-01,0.03618463933198821,0.012954169753784552,357884694.7715717,94107108290.41023,0.044815130939448646,0.04350983586354237,0.0017773640727902773,Bull,0.03239823428068109,0.02384591839038628,Not High,No Geopolitical Event,Positive,Not Tech,0.034407275259197935,0.011176805680994275,0.7677602304830228,0.2568799780364032
